,DataMessageGUID,SensorID,Sensor Name,Date,Value,Formatted Value,Battery,just_date,residuals
65714,44aa39ea-8072-4e6d-b77d-d945bf3e0893,339948,Temperature - 339948 @ Admin Air Cond,3/18/2019 19:07,9.7,9.7Â° C,100,2019-03-18,-20.09378069792065
66662,c158142c-987d-4169-82db-3de719c24aa1,339948,Temperature - 339948 @ Admin Air Cond,3/25/2019 8:49,9.6,9.6Â° C,100,2019-03-25,-19.823691875907688
66947,9037dc76-51bf-41db-bd74-d6983f97be64,339948,Temperature - 339948 @ Admin Air Cond,3/27/2019 8:37,9.7,9.7Â° C,100,2019-03-27,-19.713063184104545
67293,91c322e4-a31c-4c1e-8765-24542f312e9a,339948,Temperature - 339948 @ Admin Air Cond,3/29/2019 18:03,10.0,10Â° C,100,2019-03-29,-20.0834251571903
67294,7a31743c-4494-4f26-96ab-64aa1fd91ab7,339948,Temperature - 339948 @ Admin Air Cond,3/29/2019 18:13,10.1,10.1Â° C,100,2019-03-29,-19.939897262085076
67408,5dc822d8-7e78-4948-b096-a00ae753645e,339948,Temperature - 339948 @ Admin Air Cond,3/30/2019 13:02,10.2,10.2Â° C,100,2019-03-30,-19.825619931860725
67409,8ed8b078-3748-472d-81de-b12c8d9ece16,339948,Temperature - 339948 @ Admin Air Cond,3/30/2019 13:12,9.3,9.3Â° C,100,2019-03-30,-20.65432434165568
67410,fefbfbb6-865f-4709-ac00-a5bb5b4fe7e8,339948,Temperature - 339948 @ Admin Air Cond,3/30/2019 13:22,9.9,9.9Â° C,100,2019-03-30,-20.10934454092432
67411,2420fb1f-4e1d-490e-954b-a996461734ac,339948,Temperature - 339948 @ Admin Air Cond,3/30/2019 13:32,9.7,9.7Â° C,100,2019-03-30,-20.318629712969727
67412,55ba6b50-5e4f-4f51-890f-ba9183333f02,339948,Temperature - 339948 @ Admin Air Cond,3/30/2019 13:42,9.5,9.5Â° C,100,2019-03-30,-20.50504737140352
67413,2f86cca3-bb96-483b-a868-9d1b6f8c43a1,339948,Temperature - 339948 @ Admin Air Cond,3/30/2019 13:52,10.0,10Â° C,100,2019-03-30,-19.988561218585048
67414,5214e989-4fcc-42e7-9739-f9d324007a75,339948,Temperature - 339948 @ Admin Air Cond,3/30/2019 14:02,10.3,10.3Â° C,100,2019-03-30,-19.702020619305593
