Equipment ID,Inspection Date,PD Average,PD Count,Temperature,Humidity,Loading,Confirm action,Building,Room,Equipment Name,Measurement Position
18640,23/8/2017 12:00:00 AM,273.72,5,32.2,58.2,2,?,-,Mitsui QC28,Transformer 150KVA (S/N: A1T24717T604-1) (11kV/415V),High Voltage side Point C
18640,10/7/2018 12:00:00 AM,539.91,6,31.7,75.9,5,?,-,Mitsui QC28,Transformer 150KVA (S/N: A1T24717T604-1) (11kV/415V),High Voltage side Point C
18640,13/3/2019 12:00:00 AM,752.88,8,35.8,53.7,5,?,-,Mitsui QC28,Transformer 150KVA (S/N: A1T24717T604-1) (11kV/415V),High Voltage side Point C
18641,23/8/2017 12:00:00 AM,286.05,1,30.7,62.5,4,?,-,Mitsui QC29,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18641,12/7/2018 12:00:00 AM,434.74,6,32.7,71.3,4,?,-,Mitsui QC29,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18641,14/3/2019 12:00:00 AM,648.46,2,38.5,46.3,4,?,-,Mitsui QC29,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18642,23/8/2017 12:00:00 AM,393.18,1,30.7,62.5,4,?,-,Mitsui QC29,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18642,12/7/2018 12:00:00 AM,298.39,2,32.7,71.3,4,?,-,Mitsui QC29,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18642,14/3/2019 12:00:00 AM,274.79,9,38.5,46.3,4,?,-,Mitsui QC29,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18643,23/8/2017 12:00:00 AM,383.76,5,30.7,62.5,4,?,-,Mitsui QC29,Panel 2 - Incoming Panel,Top
18644,23/8/2017 12:00:00 AM,348.24,3,30.7,62.5,4,?,-,Mitsui QC29,Panel 2 - Incoming Panel,Bottom
18645,23/8/2017 12:00:00 AM,122.75,5,30.7,62.5,2,?,-,Mitsui QC29,Transformer 1200KVA (S/N: A1T24717T603-2) (11kV/440V),High Voltage side Point A
18645,12/7/2018 12:00:00 AM,466.48,1,32.7,71.3,2,?,-,Mitsui QC29,Transformer 1200KVA (S/N: A1T24717T603-2) (11kV/440V),High Voltage side Point A
18645,14/3/2019 12:00:00 AM,469.16,10,38.5,46.3,2,?,-,Mitsui QC29,Transformer 1200KVA (S/N: A1T24717T603-2) (11kV/440V),High Voltage side Point A
18646,23/8/2017 12:00:00 AM,375.44,2,30.7,62.5,2,?,-,Mitsui QC29,Transformer 1200KVA (S/N: A1T24717T603-2) (11kV/440V),High Voltage side Point B
18646,12/7/2018 12:00:00 AM,514.52,6,32.7,71.3,2,?,-,Mitsui QC29,Transformer 1200KVA (S/N: A1T24717T603-2) (11kV/440V),High Voltage side Point B
18646,14/3/2019 12:00:00 AM,398.14,9,38.5,46.3,2,?,-,Mitsui QC29,Transformer 1200KVA (S/N: A1T24717T603-2) (11kV/440V),High Voltage side Point B
18647,23/8/2017 12:00:00 AM,104.04,7,30.7,62.5,2,?,-,Mitsui QC29,Transformer 1200KVA (S/N: A1T24717T603-2) (11kV/440V),High Voltage side Point C
18647,12/7/2018 12:00:00 AM,496.06,3,32.7,71.3,2,?,-,Mitsui QC29,Transformer 1200KVA (S/N: A1T24717T603-2) (11kV/440V),High Voltage side Point C
18647,14/3/2019 12:00:00 AM,517.76,8,38.5,46.3,2,?,-,Mitsui QC29,Transformer 1200KVA (S/N: A1T24717T603-2) (11kV/440V),High Voltage side Point C
18648,23/8/2017 12:00:00 AM,93.06,7,30.7,62.5,2,?,-,Mitsui QC29,Transformer 150KVA (S/N: A1T24717T604-2) (11kV/415V),High Voltage side Point A
18648,12/7/2018 12:00:00 AM,325.8,2,32.7,71.3,2,?,-,Mitsui QC29,Transformer 150KVA (S/N: A1T24717T604-2) (11kV/415V),High Voltage side Point A
18648,14/3/2019 12:00:00 AM,120.51,2,38.5,46.3,2,?,-,Mitsui QC29,Transformer 150KVA (S/N: A1T24717T604-2) (11kV/415V),High Voltage side Point A
18649,23/8/2017 12:00:00 AM,326.21,2,30.7,62.5,2,?,-,Mitsui QC29,Transformer 150KVA (S/N: A1T24717T604-2) (11kV/415V),High Voltage side Point B
18649,12/7/2018 12:00:00 AM,454.5,7,32.7,71.3,2,?,-,Mitsui QC29,Transformer 150KVA (S/N: A1T24717T604-2) (11kV/415V),High Voltage side Point B
18649,14/3/2019 12:00:00 AM,103.34,7,38.5,46.3,2,?,-,Mitsui QC29,Transformer 150KVA (S/N: A1T24717T604-2) (11kV/415V),High Voltage side Point B
18650,23/8/2017 12:00:00 AM,302.99,4,30.7,62.5,2,?,-,Mitsui QC29,Transformer 150KVA (S/N: A1T24717T604-2) (11kV/415V),High Voltage side Point C
18650,12/7/2018 12:00:00 AM,283.87,3,32.7,71.3,2,?,-,Mitsui QC29,Transformer 150KVA (S/N: A1T24717T604-2) (11kV/415V),High Voltage side Point C
18650,14/3/2019 12:00:00 AM,110.13,7,38.5,46.3,2,?,-,Mitsui QC29,Transformer 150KVA (S/N: A1T24717T604-2) (11kV/415V),High Voltage side Point C
18651,24/8/2017 12:00:00 AM,706.98,6,29.2,66.6,80,?,-,Mitsui QC30,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Top
18651,11/7/2018 12:00:00 AM,488.41,5,32.3,56,5,?,-,Mitsui QC30,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Top
18651,14/3/2019 12:00:00 AM,298.71,5,33.2,57.2,3,?,-,Mitsui QC30,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Top
18652,24/8/2017 12:00:00 AM,468.4,3,29.2,66.6,80,?,-,Mitsui QC30,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Bottom
18652,11/7/2018 12:00:00 AM,664.52,5,32.3,56,5,?,-,Mitsui QC30,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Bottom
18652,14/3/2019 12:00:00 AM,572.17,1,33.2,57.2,3,?,-,Mitsui QC30,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Bottom
18653,24/8/2017 12:00:00 AM,694.07,6,29.2,66.6,80,?,-,Mitsui QC30,Panel 2 - Incoming Panel,Top
18654,24/8/2017 12:00:00 AM,842.8,8,29.2,66.6,80,?,-,Mitsui QC30,Panel 2 - Incoming Panel,Bottom
18655,24/8/2017 12:00:00 AM,883.03,5,29.2,66.6,80,?,-,Mitsui QC30,Transformer 1200KVA (S/N: A1T247171601-4) (11kV/440V),High Voltage side Point A
18655,11/7/2018 12:00:00 AM,381.16,4,32.3,56,2,?,-,Mitsui QC30,Transformer 1200KVA (S/N: A1T247171601-4) (11kV/440V),High Voltage side Point A
18655,14/3/2019 12:00:00 AM,486.48,2,33.2,57.2,2,?,-,Mitsui QC30,Transformer 1200KVA (S/N: A1T247171601-4) (11kV/440V),High Voltage side Point A
18656,24/8/2017 12:00:00 AM,1183.83,6,29.2,66.6,80,?,-,Mitsui QC30,Transformer 1200KVA (S/N: A1T247171601-4) (11kV/440V),High Voltage side Point B
18656,11/7/2018 12:00:00 AM,427.42,5,32.3,56,2,?,-,Mitsui QC30,Transformer 1200KVA (S/N: A1T247171601-4) (11kV/440V),High Voltage side Point B
18656,14/3/2019 12:00:00 AM,351.3,6,33.2,57.2,2,?,-,Mitsui QC30,Transformer 1200KVA (S/N: A1T247171601-4) (11kV/440V),High Voltage side Point B
18657,24/8/2017 12:00:00 AM,1114.59,10,29.2,66.6,80,?,-,Mitsui QC30,Transformer 1200KVA (S/N: A1T247171601-4) (11kV/440V),High Voltage side Point C
18657,11/7/2018 12:00:00 AM,374.64,4,32.3,56,2,?,-,Mitsui QC30,Transformer 1200KVA (S/N: A1T247171601-4) (11kV/440V),High Voltage side Point C
18657,14/3/2019 12:00:00 AM,295.67,2,33.2,57.2,2,?,-,Mitsui QC30,Transformer 1200KVA (S/N: A1T247171601-4) (11kV/440V),High Voltage side Point C
18658,24/8/2017 12:00:00 AM,707.49,2,29.2,66.6,3,?,-,Mitsui QC30,Transformer 150KVA (S/N: A1T247171602-4) (11kV/415V),High Voltage side Point A
18658,11/7/2018 12:00:00 AM,445.77,3,32.3,56,3,?,-,Mitsui QC30,Transformer 150KVA (S/N: A1T247171602-4) (11kV/415V),High Voltage side Point A
18658,14/3/2019 12:00:00 AM,314.72,3,33.2,57.2,1,?,-,Mitsui QC30,Transformer 150KVA (S/N: A1T247171602-4) (11kV/415V),High Voltage side Point A
18659,24/8/2017 12:00:00 AM,810.09,5,29.2,66.6,3,?,-,Mitsui QC30,Transformer 150KVA (S/N: A1T247171602-4) (11kV/415V),High Voltage side Point B
18659,11/7/2018 12:00:00 AM,390.1,1,32.3,56,3,?,-,Mitsui QC30,Transformer 150KVA (S/N: A1T247171602-4) (11kV/415V),High Voltage side Point B
18659,14/3/2019 12:00:00 AM,350.39,5,33.2,57.2,1,?,-,Mitsui QC30,Transformer 150KVA (S/N: A1T247171602-4) (11kV/415V),High Voltage side Point B
18660,24/8/2017 12:00:00 AM,435.5,2,29.2,66.6,3,?,-,Mitsui QC30,Transformer 150KVA (S/N: A1T247171602-4) (11kV/415V),High Voltage side Point C
18660,11/7/2018 12:00:00 AM,477.87,2,32.3,56,3,?,-,Mitsui QC30,Transformer 150KVA (S/N: A1T247171602-4) (11kV/415V),High Voltage side Point C
18660,14/3/2019 12:00:00 AM,367.54,3,33.2,57.2,1,?,-,Mitsui QC30,Transformer 150KVA (S/N: A1T247171602-4) (11kV/415V),High Voltage side Point C
18661,24/8/2017 12:00:00 AM,727.51,7,29.4,67.5,40,?,-,Mitsui QC31,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Top
18661,11/7/2018 12:00:00 AM,379.28,1,33.5,57.4,4,?,-,Mitsui QC31,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Top
18661,12/3/2019 12:00:00 AM,2607.56,6,36.5,51.7,4,?,-,Mitsui QC31,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Top
18662,24/8/2017 12:00:00 AM,321.3,5,29.4,67.5,40,?,-,Mitsui QC31,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Bottom
18662,11/7/2018 12:00:00 AM,381.54,2,33.5,57.4,4,?,-,Mitsui QC31,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Bottom
18662,12/3/2019 12:00:00 AM,2501.41,10,36.5,51.7,4,?,-,Mitsui QC31,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Bottom
18663,24/8/2017 12:00:00 AM,253.8,5,29.4,67.5,40,?,-,Mitsui QC31,Panel 2 - Incoming Panel,Top
18664,24/8/2017 12:00:00 AM,409.81,1,29.4,67.5,40,?,-,Mitsui QC31,Panel 2 - Incoming Panel,Bottom
18665,24/8/2017 12:00:00 AM,464.48,1,29.4,67.5,40,?,-,Mitsui QC31,Transformer 1200KVA (S/N: A1DF3383T601-2) (11kV/440V),High Voltage side Point A
18665,11/7/2018 12:00:00 AM,385.49,2,33.5,57.4,2,?,-,Mitsui QC31,Transformer 1200KVA (S/N: A1DF3383T601-2) (11kV/440V),High Voltage side Point A
18665,12/3/2019 12:00:00 AM,1129.54,6,36.5,51.7,2,?,-,Mitsui QC31,Transformer 1200KVA (S/N: A1DF3383T601-2) (11kV/440V),High Voltage side Point A
18666,24/8/2017 12:00:00 AM,1589.08,4,29.4,67.5,40,?,-,Mitsui QC31,Transformer 1200KVA (S/N: A1DF3383T601-2) (11kV/440V),High Voltage side Point B
18666,11/7/2018 12:00:00 AM,435.54,2,33.5,57.4,2,?,-,Mitsui QC31,Transformer 1200KVA (S/N: A1DF3383T601-2) (11kV/440V),High Voltage side Point B
18666,12/3/2019 12:00:00 AM,786.57,12,36.5,51.7,2,?,-,Mitsui QC31,Transformer 1200KVA (S/N: A1DF3383T601-2) (11kV/440V),High Voltage side Point B
18667,24/8/2017 12:00:00 AM,1998.33,6,29.4,67.5,40,?,-,Mitsui QC31,Transformer 1200KVA (S/N: A1DF3383T601-2) (11kV/440V),High Voltage side Point C
18667,11/7/2018 12:00:00 AM,487.81,5,33.5,57.4,2,?,-,Mitsui QC31,Transformer 1200KVA (S/N: A1DF3383T601-2) (11kV/440V),High Voltage side Point C
18667,12/3/2019 12:00:00 AM,1450.06,4,36.5,51.7,2,?,-,Mitsui QC31,Transformer 1200KVA (S/N: A1DF3383T601-2) (11kV/440V),High Voltage side Point C
18668,24/8/2017 12:00:00 AM,359.34,1,29.4,67.5,3,?,-,Mitsui QC31,Transformer 150KVA (S/N: A1DF3383T602-2) (11kV/440V),High Voltage side Point A
18668,11/7/2018 12:00:00 AM,595.88,2,33.5,57.4,2,?,-,Mitsui QC31,Transformer 150KVA (S/N: A1DF3383T602-2) (11kV/440V),High Voltage side Point A
18668,12/3/2019 12:00:00 AM,1159.72,9,36.5,51.7,2,?,-,Mitsui QC31,Transformer 150KVA (S/N: A1DF3383T602-2) (11kV/440V),High Voltage side Point A
18669,24/8/2017 12:00:00 AM,2078.93,11,29.4,67.5,3,?,-,Mitsui QC31,Transformer 150KVA (S/N: A1DF3383T602-2) (11kV/440V),High Voltage side Point B
18669,11/7/2018 12:00:00 AM,529.01,3,33.5,57.4,2,?,-,Mitsui QC31,Transformer 150KVA (S/N: A1DF3383T602-2) (11kV/440V),High Voltage side Point B
18669,12/3/2019 12:00:00 AM,751.97,8,36.5,51.7,2,?,-,Mitsui QC31,Transformer 150KVA (S/N: A1DF3383T602-2) (11kV/440V),High Voltage side Point B
18670,24/8/2017 12:00:00 AM,1581.24,5,29.4,67.5,3,?,-,Mitsui QC31,Transformer 150KVA (S/N: A1DF3383T602-2) (11kV/440V),High Voltage side Point C
18670,11/7/2018 12:00:00 AM,313.02,3,33.5,57.4,2,?,-,Mitsui QC31,Transformer 150KVA (S/N: A1DF3383T602-2) (11kV/440V),High Voltage side Point C
18670,12/3/2019 12:00:00 AM,906.49,3,36.5,51.7,2,?,-,Mitsui QC31,Transformer 150KVA (S/N: A1DF3383T602-2) (11kV/440V),High Voltage side Point C
18671,24/8/2017 12:00:00 AM,409.97,1,30.9,62,50,?,-,Mitsui QC32,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Top
18671,11/7/2018 12:00:00 AM,453.29,6,35.2,52.6,65,?,-,Mitsui QC32,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Top
18671,12/3/2019 12:00:00 AM,820.75,8,37.3,48.7,65,?,-,Mitsui QC32,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Top
18672,24/8/2017 12:00:00 AM,906.52,6,30.9,62,50,?,-,Mitsui QC32,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Bottom
18672,11/7/2018 12:00:00 AM,431.68,2,35.2,52.6,65,?,-,Mitsui QC32,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Bottom
18672,12/3/2019 12:00:00 AM,767.2,8,37.3,48.7,65,?,-,Mitsui QC32,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Bottom
18673,24/8/2017 12:00:00 AM,380.96,8,30.9,62,50,?,-,Mitsui QC32,Panel 2 - Incoming Panel,Top
18674,24/8/2017 12:00:00 AM,230.62,4,30.9,62,50,?,-,Mitsui QC32,Panel 2 - Incoming Panel,Bottom
18675,24/8/2017 12:00:00 AM,718.72,6,30.9,62,50,?,-,Mitsui QC32,Transformer 1200KVA (S/N: A1DF3383T601-1),High Voltage side Point A
18675,11/7/2018 12:00:00 AM,761.54,6,35.2,52.6,60,?,-,Mitsui QC32,Transformer 1200KVA (S/N: A1DF3383T601-1),High Voltage side Point A
18675,12/3/2019 12:00:00 AM,1026.76,7,37.3,48.7,60,?,-,Mitsui QC32,Transformer 1200KVA (S/N: A1DF3383T601-1),High Voltage side Point A
18676,24/8/2017 12:00:00 AM,386.57,3,30.9,62,50,?,-,Mitsui QC32,Transformer 1200KVA (S/N: A1DF3383T601-1),High Voltage side Point B
18676,11/7/2018 12:00:00 AM,1187.22,11,35.2,52.6,60,?,-,Mitsui QC32,Transformer 1200KVA (S/N: A1DF3383T601-1),High Voltage side Point B
18676,12/3/2019 12:00:00 AM,590.6,9,37.3,48.7,60,?,-,Mitsui QC32,Transformer 1200KVA (S/N: A1DF3383T601-1),High Voltage side Point B
18677,24/8/2017 12:00:00 AM,365,1,30.9,62,50,?,-,Mitsui QC32,Transformer 1200KVA (S/N: A1DF3383T601-1),High Voltage side Point C
18677,11/7/2018 12:00:00 AM,736.96,5,35.2,52.6,60,?,-,Mitsui QC32,Transformer 1200KVA (S/N: A1DF3383T601-1),High Voltage side Point C
18677,12/3/2019 12:00:00 AM,571.66,3,37.3,48.7,60,?,-,Mitsui QC32,Transformer 1200KVA (S/N: A1DF3383T601-1),High Voltage side Point C
18678,24/8/2017 12:00:00 AM,516.21,10,30.9,62,3,?,-,Mitsui QC32,Transformer 150KVA (S/N: A1DF3383T602-1),High Voltage side Point A
18678,11/7/2018 12:00:00 AM,379.64,2,35.2,52.6,5,?,-,Mitsui QC32,Transformer 150KVA (S/N: A1DF3383T602-1),High Voltage side Point A
18678,12/3/2019 12:00:00 AM,719.69,5,37.3,48.7,5,?,-,Mitsui QC32,Transformer 150KVA (S/N: A1DF3383T602-1),High Voltage side Point A
18679,24/8/2017 12:00:00 AM,442.34,9,30.9,62,3,?,-,Mitsui QC32,Transformer 150KVA (S/N: A1DF3383T602-1),High Voltage side Point B
18679,11/7/2018 12:00:00 AM,1326.85,10,35.2,52.6,5,?,-,Mitsui QC32,Transformer 150KVA (S/N: A1DF3383T602-1),High Voltage side Point B
18679,12/3/2019 12:00:00 AM,667.65,9,37.3,48.7,5,?,-,Mitsui QC32,Transformer 150KVA (S/N: A1DF3383T602-1),High Voltage side Point B
18680,24/8/2017 12:00:00 AM,489.69,6,30.9,62,3,?,-,Mitsui QC32,Transformer 150KVA (S/N: A1DF3383T602-1),High Voltage side Point C
18680,11/7/2018 12:00:00 AM,1692.18,17,35.2,52.6,5,?,-,Mitsui QC32,Transformer 150KVA (S/N: A1DF3383T602-1),High Voltage side Point C
18680,12/3/2019 12:00:00 AM,506.73,4,37.3,48.7,5,?,-,Mitsui QC32,Transformer 150KVA (S/N: A1DF3383T602-1),High Voltage side Point C
18681,24/8/2017 12:00:00 AM,490.13,6,32.1,60.2,80,?,-,Mitsui QC33,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Top
18681,11/7/2018 12:00:00 AM,463.37,5,35.6,51.8,84,?,-,Mitsui QC33,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Top
18681,12/3/2019 12:00:00 AM,890.16,10,35.1,52.9,54,?,-,Mitsui QC33,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Top
18682,24/8/2017 12:00:00 AM,370.84,3,32.1,60.2,80,?,-,Mitsui QC33,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Bottom
18682,11/7/2018 12:00:00 AM,342.22,3,35.6,51.8,84,?,-,Mitsui QC33,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Bottom
18682,12/3/2019 12:00:00 AM,527.18,5,35.1,52.9,54,?,-,Mitsui QC33,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Bottom
18683,24/8/2017 12:00:00 AM,897.69,4,32.1,60.2,80,?,-,Mitsui QC33,Panel 2 - Incoming Panel,Top
18684,24/8/2017 12:00:00 AM,1451.73,20,32.1,60.2,80,?,-,Mitsui QC33,Panel 2 - Incoming Panel,Bottom
18685,24/8/2017 12:00:00 AM,759.88,11,32.1,60.2,80,?,-,Mitsui QC33,Transformer 1200KVA (S/N: A1DF3393T601-2),High Voltage side Point A
18685,11/7/2018 12:00:00 AM,754.88,9,35.6,51.8,80,?,-,Mitsui QC33,Transformer 1200KVA (S/N: A1DF3393T601-2),High Voltage side Point A
18685,12/3/2019 12:00:00 AM,1144.31,12,35.1,52.9,50,?,-,Mitsui QC33,Transformer 1200KVA (S/N: A1DF3393T601-2),High Voltage side Point A
18686,24/8/2017 12:00:00 AM,770.45,7,32.1,60.2,80,?,-,Mitsui QC33,Transformer 1200KVA (S/N: A1DF3393T601-2),High Voltage side Point B
18686,11/7/2018 12:00:00 AM,831.55,7,35.6,51.8,80,?,-,Mitsui QC33,Transformer 1200KVA (S/N: A1DF3393T601-2),High Voltage side Point B
18686,12/3/2019 12:00:00 AM,1243.83,7,35.1,52.9,50,?,-,Mitsui QC33,Transformer 1200KVA (S/N: A1DF3393T601-2),High Voltage side Point B
18687,24/8/2017 12:00:00 AM,636.58,3,32.1,60.2,80,?,-,Mitsui QC33,Transformer 1200KVA (S/N: A1DF3393T601-2),High Voltage side Point C
18687,11/7/2018 12:00:00 AM,664.64,10,35.6,51.8,80,?,-,Mitsui QC33,Transformer 1200KVA (S/N: A1DF3393T601-2),High Voltage side Point C
18687,12/3/2019 12:00:00 AM,1008.42,10,35.1,52.9,50,?,-,Mitsui QC33,Transformer 1200KVA (S/N: A1DF3393T601-2),High Voltage side Point C
18688,24/8/2017 12:00:00 AM,585.97,6,32.1,60.2,5,?,-,Mitsui QC33,Transformer 150KVA (S/N: A1DF3393T602-2),High Voltage side Point A
18688,11/7/2018 12:00:00 AM,640.49,8,35.6,51.8,4,?,-,Mitsui QC33,Transformer 150KVA (S/N: A1DF3393T602-2),High Voltage side Point A
18688,12/3/2019 12:00:00 AM,483.34,7,35.1,52.9,4,?,-,Mitsui QC33,Transformer 150KVA (S/N: A1DF3393T602-2),High Voltage side Point A
18689,24/8/2017 12:00:00 AM,726.39,11,32.1,60.2,5,?,-,Mitsui QC33,Transformer 150KVA (S/N: A1DF3393T602-2),High Voltage side Point B
18689,11/7/2018 12:00:00 AM,328.85,2,35.6,51.8,4,?,-,Mitsui QC33,Transformer 150KVA (S/N: A1DF3393T602-2),High Voltage side Point B
18689,12/3/2019 12:00:00 AM,430.49,13,35.1,52.9,4,?,-,Mitsui QC33,Transformer 150KVA (S/N: A1DF3393T602-2),High Voltage side Point B
18690,24/8/2017 12:00:00 AM,708.07,5,32.1,60.2,5,?,-,Mitsui QC33,Transformer 150KVA (S/N: A1DF3393T602-2),High Voltage side Point C
18690,11/7/2018 12:00:00 AM,624.96,4,35.6,51.8,4,?,-,Mitsui QC33,Transformer 150KVA (S/N: A1DF3393T602-2),High Voltage side Point C
18690,12/3/2019 12:00:00 AM,308.63,12,35.1,52.9,4,?,-,Mitsui QC33,Transformer 150KVA (S/N: A1DF3393T602-2),High Voltage side Point C
18691,24/8/2017 12:00:00 AM,534.05,6,32.2,59.3,70,?,-,Mitsui QC34,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Top
18691,11/7/2018 12:00:00 AM,887.42,9,34.8,53.8,84,?,-,Mitsui QC34,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Top
18691,12/3/2019 12:00:00 AM,811.41,2,37.1,50.1,63,?,-,Mitsui QC34,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Top
18692,24/8/2017 12:00:00 AM,628.1,7,32.2,59.3,70,?,-,Mitsui QC34,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Bottom
18692,11/7/2018 12:00:00 AM,1232.89,4,34.8,53.8,84,?,-,Mitsui QC34,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Bottom
18692,12/3/2019 12:00:00 AM,423.48,5,37.1,50.1,63,?,-,Mitsui QC34,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Bottom
18693,24/8/2017 12:00:00 AM,1077.17,8,32.2,59.3,70,?,-,Mitsui QC34,Panel 2 - Incoming Panel,Top
18694,24/8/2017 12:00:00 AM,525.97,7,32.2,59.3,70,?,-,Mitsui QC34,Panel 2 - Incoming Panel,Bottom
18695,24/8/2017 12:00:00 AM,815.18,5,32.2,59.3,70,?,-,Mitsui QC34,Transformer 1200KVA (S/N: A1DF3393T601-1),High Voltage side Point A
18695,11/7/2018 12:00:00 AM,852.43,9,34.8,53.8,80,?,-,Mitsui QC34,Transformer 1200KVA (S/N: A1DF3393T601-1),High Voltage side Point A
18695,12/3/2019 12:00:00 AM,499.83,6,37.1,50.1,60,?,-,Mitsui QC34,Transformer 1200KVA (S/N: A1DF3393T601-1),High Voltage side Point A
18696,24/8/2017 12:00:00 AM,815.7,6,32.2,59.3,70,?,-,Mitsui QC34,Transformer 1200KVA (S/N: A1DF3393T601-1),High Voltage side Point B
18696,11/7/2018 12:00:00 AM,1164.24,5,34.8,53.8,80,?,-,Mitsui QC34,Transformer 1200KVA (S/N: A1DF3393T601-1),High Voltage side Point B
18696,12/3/2019 12:00:00 AM,413.65,4,37.1,50.1,60,?,-,Mitsui QC34,Transformer 1200KVA (S/N: A1DF3393T601-1),High Voltage side Point B
18697,24/8/2017 12:00:00 AM,1078.05,10,32.2,59.3,70,?,-,Mitsui QC34,Transformer 1200KVA (S/N: A1DF3393T601-1),High Voltage side Point C
18697,11/7/2018 12:00:00 AM,768.57,9,34.8,53.8,80,?,-,Mitsui QC34,Transformer 1200KVA (S/N: A1DF3393T601-1),High Voltage side Point C
18697,12/3/2019 12:00:00 AM,671.62,8,37.1,50.1,60,?,-,Mitsui QC34,Transformer 1200KVA (S/N: A1DF3393T601-1),High Voltage side Point C
18698,24/8/2017 12:00:00 AM,750.68,10,32.2,59.3,3,?,-,Mitsui QC34,Transformer 150KVA (S/N: A1DF3393T602-1),High Voltage side Point A
18698,11/7/2018 12:00:00 AM,1385.73,7,34.8,53.8,4,?,-,Mitsui QC34,Transformer 150KVA (S/N: A1DF3393T602-1),High Voltage side Point A
18698,12/3/2019 12:00:00 AM,588.95,7,37.1,50.1,3,?,-,Mitsui QC34,Transformer 150KVA (S/N: A1DF3393T602-1),High Voltage side Point A
18699,24/8/2017 12:00:00 AM,881.92,10,32.2,59.3,3,?,-,Mitsui QC34,Transformer 150KVA (S/N: A1DF3393T602-1),High Voltage side Point B
18699,11/7/2018 12:00:00 AM,1856.24,9,34.8,53.8,4,?,-,Mitsui QC34,Transformer 150KVA (S/N: A1DF3393T602-1),High Voltage side Point B
18699,12/3/2019 12:00:00 AM,306.48,6,37.1,50.1,3,?,-,Mitsui QC34,Transformer 150KVA (S/N: A1DF3393T602-1),High Voltage side Point B
18700,24/8/2017 12:00:00 AM,876.63,11,32.2,59.3,3,?,-,Mitsui QC34,Transformer 150KVA (S/N: A1DF3393T602-1),High Voltage side Point C
18700,11/7/2018 12:00:00 AM,1581.93,10,34.8,53.8,4,?,-,Mitsui QC34,Transformer 150KVA (S/N: A1DF3393T602-1),High Voltage side Point C
18700,12/3/2019 12:00:00 AM,327.92,3,37.1,50.1,3,?,-,Mitsui QC34,Transformer 150KVA (S/N: A1DF3393T602-1),High Voltage side Point C
18701,24/8/2017 12:00:00 AM,1306.07,2,33.1,60.1,70,?,-,Mitsui QC35,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Top
18701,12/7/2018 12:00:00 AM,1637.85,18,31.5,66.2,44,?,-,Mitsui QC35,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Top
18701,13/3/2019 12:00:00 AM,394.48,2,34.3,57.6,44,?,-,Mitsui QC35,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Top
18702,24/8/2017 12:00:00 AM,843.03,3,33.1,60.1,70,?,-,Mitsui QC35,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Bottom
18702,12/7/2018 12:00:00 AM,489.76,6,31.5,66.2,44,?,-,Mitsui QC35,Panel 1 - 1200KVA Transformer Panel/150KVA Transformer Panel,Bottom
